,category,content
289,entertainment,"actress angelina jolie said 3d animation drama ""kung fu panda 2"" was about finding your ""inner peace,"" while co-star comic jack black pondered whether all life forms had ""fleeting moments of existentiality.""
"
290,entertainment,"disneynature follows majestic cheetahs and lions roaming a scenic wildlife preserve.
"
291,entertainment,"from ice hockey to opera to scripted drama, there's something for everyone during prime time tonight.
"
292,entertainment,"actress angelina jolie said 3d animation drama ""kung fu panda 2"" was about finding your ""inner peace,"" while co-star comic jack black pondered whether all life forms had ""fleeting moments of existentiality.""
"
293,entertainment,"kanye west doesn't have the best track record as a festival attraction: remember the ill-planned performance at bonnaroo 2008 when he emerged hours late to perform a lighting-show-reliant set as the sun came up to a bitter, rapidly-emptying corral of fans.
"
294,entertainment,"but in real life, joshua jackson and john noble are in harmony.
"
295,entertainment,"'priscilla, queen of the desert: the musical' banks heavily on the broadway audience's musical nostalgia and its affection for easy camp.
"
296,entertainment,"the controversial miniseries is low on scandal, high on things we already know.
"
297,entertainment,"it's not too difficult to see why everybody wants to create a star vehicle for dana delany. she's had crazy screen presence since most people met her on ""china beach."" and if anything, it has only grown more intense as she's aged.
"
298,entertainment,"as expected, the royal wedding bouquet was sent back to westminster abbey to be placed on the tomb of the unknown warrior, a royal wedding tradition ...
"
299,entertainment,"reader julie hetherington feels a little battered after sleeping on the ground and experiencing five hours of standing elbow to elbow with millions ...
"
300,entertainment,"even among the slim pickings of summer, reruns would be better than this tnt legal series.
"
301,entertainment,"her new album has its moments, but suffers from a lack of personality.
"
302,entertainment,"ray cullom, who came to the theater in may 2009, has left less than two years into what was supposed to be a five-year contract.
"
303,entertainment,"actress lindsay lohan was sentenced on wednesday to four months in jail after changing her plea and effectively admitting stealing a $2,500 gold necklace from a los angeles store.
"
304,entertainment,"harvey fierstein joins the cast of 'la cage aux folles' at the longacre theater.
"
305,entertainment,"actress lindsay lohan was sentenced on wednesday to four months in jail after changing her plea and effectively admitting stealing a $2,500 gold necklace from a los angeles store.
"
306,entertainment,"jason aldean and kelly clarkson's ""don't you wanna stay"" goes to recurrent status on the country charts this week, but it's still by far the ...
"
307,entertainment,"marie osmond tied the knot again today with her first husband, stephen craig, in vegas.
"
308,entertainment,"steven tyler just couldn't help himself.
"
309,entertainment,"readers recalled their favorite elizabeth taylor films and memories as they mourned the screen legend's death.
"
310,entertainment,"an exclusive look at this week's issue of marvel's 'fear itself: the worthy' digital series.
"
311,entertainment,"ryan murphy's feud with kings of leon has taken on a life of its own since the ""glee"" creator labeled the band ""self-centered a--holes"" and said ""f--- you"" for refusing to license their music to his tv show.
"
312,entertainment,"ratings are in for the championship game, inaugural comedy awards, kennedys and mildred minis, fx's boxing drama ...
"
313,entertainment,"rapper ja rule pleaded guilty on tuesday to failing to file tax returns and promised to pay more than $1 million in back taxes and penalties, the u.s. attorney's office in new jersey said.
"
314,entertainment,"if oprah proves anything, it's that people don't always know what they want until the right person gives it to them.
"
315,entertainment,"justin bieber says ""csi"" star marg helgenberger is ""kinda lame"" for calling him ""a brat"" in a recent interview.
"
316,entertainment,"after 29 years with entertainment tonight, she's packing a bag full of celebrity moments.
"
317,entertainment,"justin bieber says ""csi"" star marg helgenberger is ""kinda lame"" for calling him ""a brat"" in a recent interview.
"
318,entertainment,"horror meister john carpenter returns to movie making for the first time in 10 years with ""the ward,"" which arrives on video-on-demand on june 8 before a theatrical release a month later.
"
319,entertainment,"argentine writer ernesto sabato, whose novel ""the tunnel"" is hailed as an existentialist classic and who presided over a probe into the crimes committed by the nation's military rulers, died on saturday at age 99.
"
320,entertainment,"courteney cox told regis philbin and kelly ripa this morning that she and david arquette 'have a great handle' on their relationship right n ...
"
321,entertainment,"a wedding tale about the children of disparate black families is pleasant, if predictable.
"
322,entertainment,"the opening of american idol's final top-13 round sang to 24.4 million viewers wednesday.
"
323,entertainment,"singer lady gaga may be recognized by most for her provocative outfits and wild shows, but she can school corporations in strategic innovation, a german business researcher told reuters on wednesday.
"
324,entertainment,"just three days after the actor was fired from cbs' top comedy two and a half men, he made good on his threat to retaliate.
"
325,entertainment,"check out some other notable releases:
"
326,entertainment,"mob movie 'gotti: three generations' just nabbed hollywood's original wiseguy: 'godfather' star al pacino.
"
327,entertainment,"the stars were out and about during mother's day weekend. catherine zeta-jones took her mom to new orleans for the jazz festival.
"
328,entertainment,"bee gees star robin gibb has called off a string of concert dates in brazil after being hospitalized last night in london with abdominal pains. ...
"
329,entertainment,"the story of jackie robinson, the first black major league baseball player of modern times, is headed to the big screen with the help of his widow, producers legendary pictures said on wednesday.
"
330,entertainment,"today, ashton kutcher and demi moore launch a video initiative with the message ""real men don't buy girls"" to tackle the problem of sex slavery ...
"
331,entertainment,"sada thompson, an acclaimed star on broadway and tv, died wednesday. she was 81.
"
332,entertainment,"the third stop on charlie sheen's my violent torpedo of truth/defeat is not an option tour went fairly smoothly tuesday night, by all accounts, ...
"
333,entertainment,"the actor, who has made a career of portraying famous people, will be doing a fresh take on the lenten tradition of the passion play in wales.
"
334,entertainment,"if the name rosie huntington-whitely isn't on your radar, it will be soon. huntington-whitely, who will replace megan fox in the newest installment ...
"
335,entertainment,"hollywood has made plenty of disaster movies, but the earthquake and tsunami that struck japan is no fiction and the entertainment industry has responded to the dire situation there with generosity.
"
336,entertainment,"test your knowledge of the week's big celebrity and entertainment stories with the pop quiz.
"
337,entertainment,"troubled actress lindsay lohan is planning to join the ranks of madonna, prince and bjork -- by dropping her last name, according to her mother.
"
338,entertainment,"after a tantalizingly vague ad campaign, the marquee director and longtime magic fan reveals his next trick in theaters friday.
"
339,entertainment,"long before j.k. rowling turned harry potter into a publishing phenomenon, another female author, jean auel, was launching her own bestselling series set in prehistory which concludes on tuesday with the sixth book.
"
340,entertainment,"think you know celebrity and entertainment news? test yourself with our weekly pop culture pop quiz.
"
341,entertainment,"jennifer lopez was named people magazine's most beautiful woman in the world on wednesday, capping a career comeback fueled by her new job on top-rated tv show ""american idol"".
"
342,entertainment,"television series ""grey's anatomy"" will be treated to a group sing-along in the show's musical episode airing march 31 on abc.
"
343,entertainment,"television series ""grey's anatomy"" will be treated to a group sing-along in the show's musical episode airing march 31 on abc.
"
344,entertainment,"want a little piece of will and kate? 's staff and citizen reporters share photos of royal wedding souvenirs they've seen in and around ...
"
345,entertainment,"rapper hospitalized after a crashing a personal watercraft into a miami bridge.
"
346,entertainment,"the doctor will see you now -- er, again. hugh laurie's dr. house is back for another season on fox, the network announced today.
"
347,entertainment,"the woman who portrayed elly may clampett in the 1960s tv series ""the beverly hillbillies"" sued mattel inc. over the toy maker's production of a barbie doll that she says looks like her.
"
348,entertainment,"lady gaga sold 1.1 million copies of born this way in the album's debut week. a compilation of american idol winner scotty mccreery's studio ...
"
349,entertainment,"the critics are yet to react, but a rejigged version of ""spider-man"" -- broadway's most expensive musical -- has returned to the stage with so far none of the technical catastrophes that plagued it in the past.
"
350,entertainment,"paul simon has yet to see broadway's 'spider-man: turn off the dark,' but the troubled production ""reminds me a lot of what i went through,"" ...
"
351,entertainment,"the americanized version of a popular danish mystery series is a brilliant transfer.
"
352,entertainment,"bryan cranston is the latest addition to the cast of the rock musical ""rock of ages.""
"
353,entertainment,"the teen heartthrob says he has holed himself up in his hotel in israel to escape the country's notoriously aggressive paparazzi.
"
354,entertainment,"""american idol"" made simon cowell a household name in the united states, but the prickly british music svengali is hitting some flat notes as he tries to launch his own tv singing competition.
"
355,entertainment,"steven soderbergh says he's done with hollywood.
"
356,entertainment,"you know kim kardashian isn't planning a small, intimate affair for her summer marriage to kris humphries.
"
357,entertainment,"clues about the departure of the executive director, andrew d. hamingson, point to anger about costly show transfers.
"
358,entertainment,"a selection of previews and openings.
"
359,entertainment,"america's four surviving former presidents, jimmy carter, george h.w. bush, bill clinton and george w. bush, gather for nbc's all together now: ...
"
360,entertainment,"an autopsy was conducted on randy 'macho man' savage over the weekend, but results are pending as funeral plans are being finalized.
"
361,entertainment,"john grisham is about to release his second book for young readers, and once again, the subject matter is anything but kid stuff.
"
362,entertainment,"michelle obama is using german chancellor angela merkel's visit to the white house as an opportunity to encourage more women to go into dipl ...
"
363,entertainment,"'sleeping beauty wakes,' a musical that sets the fairy tale in modern times, finds the heroine enamored of a hospital orderly with his own sleep problems.
"
364,entertainment,"rock legend bob dylan took to his website on friday to dispute accusations he bowed to censorship for his first ever concerts in china last month.
"
365,entertainment,"no reason to get excited, as bob dylan once sang, but the bard's 1965 anthem ""like a rolling stone"" has been declared his greatest song by none other than rolling stone magazine.
"
366,entertainment,"""i was forced on stage at age two,"" says chaz bono, only child of sonny and cher, of life with the pop stars' during their heyday in the 1970s. ""i looked retarded.""
"
367,entertainment,"'war horse,' the hit london play about the horrors of world war i, and its captivating star come to life at lincoln center.
"
368,entertainment,"michael douglas sat down for an interview with oprah winfrey, slated to air tuesday.
"
369,entertainment,"according to randy jackson, three of the remaining five american idol singers -- james durbin, scotty mccreery and lauren alaina -- are ""in it ...
"
370,entertainment,"maria canals-barrera, the actress who plays the mother to selena gomez's character on disney's wizards of waverly place, likes justin bieber ...
"
371,entertainment,"the pounds have come off, and now the words will flow from oscar winner jennifer hudson.
"
372,entertainment,"are olivia wilde and justin timberlake in a hot, new romance? see what wilde says.
"
373,entertainment,"the smash broadway musical 'the book of mormon' took a tortuous route to the stage, including the departure of a director, before earning 14 tony nominations.
"
374,entertainment,"ah, auteurs and their ads.
"
375,entertainment,"eliminated ""american idol"" contestant stefano langone said on friday he never wanted to win the talent show, but saw it as a way to launch his own musical career.
"
376,entertainment,"""american idol"" producers said on wednesday they are considering tweaking the voting system on the top-rated tv contest to correct a bias toward male contestants by the show's largely female audience.
"
377,entertainment,"justin bieber, rihanna and other stars are expressing their well wishes to fellow entertainer sean kingston, who is in a florida hospital after ...
"
378,entertainment,"it was the second straight no. 1 weekend for the comedy as easter was kind to cartoons.
"
379,entertainment,"having established his directing bona fides with screen adaptations of the musicals ""chicago"" and ""nine,"" rob marshall steps into the action arena for the first time with disney's big-budget summer sequel ""pirates of the caribbean: on stranger tides."" he spoke to thr about the film prior to its cannes premiere on saturday.
"
380,entertainment,"dr. dre has emerged victorious in a lawsuit against his former label, which put out a new version of his iconic album ""the chronic"" and a greatest hits collection, without his permission.
"
381,entertainment,"it's confirmed: oprah has opted not to go live for the grand finale of 'the oprah winfrey show' tomorrow.
"
382,entertainment,"two time oscar nominee woody harrelson has been cast as steve schmidt, john mccain's senior campaign strategist and advisor in hbo's upcoming political film, ""game change.""
"
383,entertainment,"with prince william's wedding nearing, new novels pull couples from british history.
"
384,entertainment,"the new york congressman is in hot water, but he's still ripe for laughs.
"
385,entertainment,"humor is found in the grim setting of a not-so-distant time in laurel haines's 'future anxiety,' now at the flea theater in tribeca.
"
386,entertainment,"let's try to make some sense of what happened thursday. the conventional complaints about voting might explain why pia toscano wouldn't win, ...
"
387,entertainment,"it's a huge subject, vital to every living person in the world -- what it means to grow old and how one can cheat or at least postpone mortality.
"
388,entertainment,"u.s. network nbc has renewed three of its thursday night comedies for next season.
"
389,entertainment,"in david greenspan's new play, 'go back to where you are,' he is also an actor, playing a demon traveling through time on a mission of salvation.
"
390,entertainment,"the weinstein company has officially responded to a lawsuit by two animated filmmakers who claim that harvey and bob weinstein botched the release of computer-animated movie ""escape from planet earth"" and then paid $500,000 in hush money to keep the dispute quiet on the verge of the academy awards.
"
391,entertainment,"the stage version will largely re-tell the movie plot about a seattle widower, his son, and a woman who becomes obsessed with their heartbreak.
"
392,entertainment,"as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking.
"
393,entertainment,"as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking.
"
394,entertainment,"soap opera ""general hospital"" scored the highest number of daytime emmy nominations on wednesday, including a nod for best daytime drama alongside canceled daytime soap ""all my children.""
"
395,entertainment,"britney spears has confirmed she will perform a ""surprise"" concert in las vegas friday night at the palms casino resort rain nightclub, which will be filmed for an upcoming mtv special.
"
396,entertainment,"as britney spears prepares to launch her seventh studio album ""femme fatale"" on tuesday, the pop star faces keen competition from lady gaga, katie perry and rihanna, who reign atop billboard's hot 100 singles ranking.
"
397,entertainment,"britney spears made her first red carpet appearance with her boyfriend jason trawick at the st. bernard project's ""southern style"" dinner in ...
"
398,entertainment,"discovery channel, home to a string of popular adventure and nature shows, will roll out a tv schedule next year featuring a circus family, woolly mammoths and reptile rescuers, among other oddities.
"
399,entertainment,"the stakes are higher than ever when theo's best friend april disappears, taken from her home in the middle of the night. a fevered manhunt for ...
"
400,entertainment,"the brooklyn-based duo brings its brand of dirty, loud indie pop to bonnaroo.
"
401,entertainment,"beyonce's new single, 'run the world (girls!),' hits radio and itunes today as the star and  hubby jay-z are enjoying paris.
"
402,entertainment,"photos from the interactive theater piece from the british company punchdrunk.
"
403,entertainment,"an exclusive preview of the super-team's continuing adventures next month.
"
404,entertainment,"we are preparing for the street party on friday afternoon, and then going into london tonight to see if the mood is different there.
"
405,entertainment,"few men would feel comfortable hearing their future wife compared to their mother. but that is what prince william would face week in, week out, had he the time and inclination to wade through the royal press cuttings.
"
406,entertainment,"bob marley's battle with cancer ended in a miami hospital 30 years ago on wednesday, bringing to a premature close the life of reggae music's most important standard-bearer.
"
407,entertainment,"best known for romantic comedies, matthew mcconaughey is doing what many men do when they reach their 40s and find fatherhood -- thinking more seriously about life and that has reflected in his work.
"
408,entertainment,"bob marley's battle with cancer ended in a miami hospital 30 years ago on wednesday, bringing to a premature close the life of reggae music's most important standard-bearer.
"
409,entertainment,"the headgear on the guests entering the abbey is a marvel to behold.
"
410,entertainment,"best known for romantic comedies, matthew mcconaughey is doing what many men do when they reach their 40s and find fatherhood -- thinking more seriously about life and that has reflected in his work.
"
411,entertainment,"the test is whether the adaptation of the quintessential stories of san francisco in the 1970s has a life beyond the city.
"
412,entertainment,"from an expertly tailored black silk jacket to a futuristic outfit, a retrospective at the metropolitan museum of art chronicles the extraordinary career of the late british fashion designer alexander mcqueen.
"
413,entertainment,"newly married reese witherspoon says she could learn a thing or two about fame from water for elephants co-star robert pattinson.
"
414,entertainment,"the 9,000-pound (4,100 kg) co-star of the new reese witherspoon drama ""water for elephants"" was abused by its trainers, according to a group that is urging a boycott of the movie.
"
415,entertainment,"dieters must subtract calories, but publishers adore adding numbers to diet book titles.
"
416,entertainment,"musician pete doherty has been jailed for 6 months after pleading guilty to possession of cocaine.
"
417,entertainment,"which snow white will win your heart when two big-screen versions of the beloved fairy tale open next year? here's who's who, what's what.
"
418,entertainment,"wowzers, wonder woman! actress adrianne palicki sure did pour herself into that costume as we get a first glimpse of the title character for ...
"
419,entertainment,"yo gabba gabba! is heading back on the road this fall for an over 50-city tour across north america.
"
420,entertainment,"""you like to make an entrance, don't you!!"" said 'good morning america' co-host robin roberts this morning after lady gaga zip-lined onto the ...
"
421,entertainment,"a look at musicals in development that aren't afraid to make audiences squirm.
"
422,entertainment,"irish rocker bono and google co-founder sergey brin have been nominated for a new prize created by former soviet president mikhail gorbachev to mark his 80th birthday, the organizers said. the ""mikhail gorbachev: the man who changed the world"" awards are named after his three major policies which became the buzzwords during his rule.
"
423,sci_tech,"google is planning to significantly revamp the video site to ""compete with broadcast and cable television,"" the wall street journal reports, ...
"
424,sci_tech,"around 125 dinosaur footprints found in trackway more than 100 million years old.
"
425,sci_tech,"the ipad 2 saw the familiar long lines of consumers fighting to get into apple stores this weekend to be first on the block with the hot new ...
"
426,sci_tech,"for the first time, online readership and advertising revenue has surpassed that of print newspapers.
"
427,sci_tech,"a year after testifying in relation to the gulf oil spill, the oil industry's big five executives will appear before a senate panel to explain why they need more than $4 billion a year in tax breaks even as they rake in near-record profits.
"
428,sci_tech,"video game maker thq inc said it sold 375,000 copies of its new military-themed video ""homefront"" on the first day of sales in north america.
"
429,sci_tech,"the year has brought a rush of new recipe search engines designed to solve dining challenges. but will they evaluate the recipes the way a good cook would?
"
430,sci_tech,"the hacking of sony corp's playstation network has earned a place in the annals of internet crime.
"
431,sci_tech,"global warming has lowered crop yields for corn and wheat between 3 and 5% since 1980, but not for soybeans and rice, a study published in the ...
"
432,sci_tech,"the jvc everio gs-td1 is a first-rate 3-d camcorder that can produce videos practically guaranteed to give you a rise.
"
433,sci_tech,"the space shuttle and its crew of six will depart the international space station late sunday night.
"
434,sci_tech,"bharti airtel ltd, india's top mobile phone carrier, and its smaller rival aircel separately said on monday they would launch apple's iphone 4 in india in the coming months.
"
435,sci_tech,"a growing movement of ""biohackers"" say cancer advances, genetic tests and cheap dna sequencing should be freely available and not just for academics ...
"
436,sci_tech,"electronic health records, according to a new study, can yield an environmental payoff. but the potential to reduce pollution depends on using the technology to change how work is done and care is delivered.
"
437,sci_tech,"a brooklyn company sells consumer-grade 3-d printers and preaches an open-source mantra, empowering artists and creative aspirants.
"
438,sci_tech,"at first, i didn't see the point of foursquare, the mobile service that turns sharing your location with friends into a game of sorts. more than ...
"
439,sci_tech,"endeavour and six astronauts are scheduled to blast off at 7:48 p.m. april 19.
"
440,sci_tech,"hewlett-packard passes on intel's new thunderbolt connection. for now, that's not such a big deal.
"
441,sci_tech,"columbia and its crew blasted off april 12, 1981, to begin three decades of shuttle missions with a first test flight that has been called the ...
"
442,sci_tech,"the cheezburger network is about to get meatier; the lol behemoth just announced the acquisition of cataloger of internet culture know your  ...
"
443,sci_tech,"couple says they had no clue computer they rented was equipped with tracking technology.
"
444,sci_tech,"the agency asserted the chip maker systematically prevented rivals from selling their products by blocking access to the market.
"
445,sci_tech,"an experiment in using twitter as a tool for sharing insights on bird behavior.
"
446,sci_tech,"most of the sites that were brought down by the outage on thursday were back up on friday.
"
447,sci_tech,"alternative power project aims to produce enough solar energy to light 140,000 homes.
"
448,sci_tech,"electronic arts revealed madden nfl 12 is launching on august 30.
"
449,sci_tech,"nintendo is pushing back the release of a system update to its 3ds handheld that includes an online store and internet browser.
"
450,sci_tech,"each week, we'll feature a reader's leaderboard, breaking down their top five list on the topic of their choice.
"
451,sci_tech,"sony playstation gamers expressed shock and disappointment on wednesday at a massive data hack in which their names, addresses and credit-card details might have been stolen from the playstation network.
"
452,sci_tech,"for the first time, earth has a regular orbiting eye-in-the-sky spying on the solar system's smallest and strangest planet, mercury.
"
453,sci_tech,"apple co-founder steve wozniak has an idea that could help fix the u.s. public education system: computers, of course.
"
454,sci_tech,"north korea on sunday rejected allegations by the rival south that it was behind a cyber attack that paralyzed the computer network of a south korean bank last month and accused seoul of inventing a conspiracy to justify physical confrontation.
"
455,sci_tech,"electronic arts revealed it continues working on a nba simulation, with a target release date of fall 2012.
"
456,sci_tech,"because the big three's light trucks and larger cars have farther to go, they have greater potential to add consumer value through improved fuel economy, a report says.
"
457,sci_tech,"russian space officials hope to resolve a communications problem on a soyuz tma-21 rocket in time for it to carry a russian-american crew to the international space station in early april.
"
458,sci_tech,"the verde island passage in the philippines lives up to its reputation: the ocean vibrates with the cycles of living things inhabiting every nook and cranny.
"
459,sci_tech,"russia has delayed this month's launch of a soyuz capsule that is to carry u.s. and russian astronauts to the international space station (iss) due to technical problems, the russian space agency said on monday.
"
460,sci_tech,"bejeweled and plants vs. zombies studio popcap games has launched a small games label for simpler, more experimental titles.
"
461,sci_tech,"the european union set the date on monday for the launch of the first satellites in its galileo global navigation system and said the long-delayed program would come in below budget.
"
462,sci_tech,"the hammer of looming risk taps the glass but doesn't quite break it - yet.
"
463,sci_tech,"nasa reports the sun has fired off a spectacular ""coronal mass ejection"", following a solar flare erupting from a sunspot region.
"
464,sci_tech,"australia's huge cattle herd in the north might be burping less planet-warming methane emissions than thought, a study released on friday shows, suggesting the cows are more climate friendly.
"
465,sci_tech,"nationwide, most drivers have not changed their habits much, which suggests that prices will advance again before long.
"
466,sci_tech,"the wild popularity of facebook and other social media sites has spawned a cottage industry of con artists promising average investors a chance to cash in on the frenzy through shares in the companies ahead of their initial public offerings.
"
467,sci_tech,"the wild popularity of facebook and other social media sites has spawned a cottage industry of con artists promising average investors a chance to cash in on the frenzy through shares in the companies ahead of their initial public offerings.
"
468,sci_tech,"a nasa team has tested a space suit in a setting with extreme conditions akin to some of those found on mars -- an argentine base in antarctica -- for possible use on a visit to the red planet.
"
469,sci_tech,"deborah porterfield takes a look at some new products on the market.
"
470,sci_tech,"the human habit of dealing with momentous problems by inching instead of leaping.
"
471,sci_tech,"apple is close to deals to allow users to stream songs stored on remote computer servers.
"
472,sci_tech,"sony's troubles with hackers continues. reuters has just reported that sony ericsson's canadian eshop website was shut down by hackers, with ...
"
473,sci_tech,"french president nicolas sarkozy softened his usually tough stance on internet regulation at a forum that brought together tech titans in paris, but stark divisions remained on everything from privacy to copyright.
"
474,sci_tech,"texas instruments says it is buying fellow chipmaker national semiconductor for $6.5 billion in cash.
"
475,sci_tech,"internet video company hulu is on track to nearly double its revenue to $500 million and bring its subscriber count to more than 1 million this year, its top executive wrote in a blog post on monday.
"
476,sci_tech,"sunlight and wind are naturally replenished, but converting them into electricity requires vast amounts of other natural resources.
"
477,sci_tech,"final voyage for shuttle endeavor to be led by mark kelly.
"
478,sci_tech,"there are lots of next-big-things at south by southwest interactive, the tech-tinged festival that is consuming austin this weekend.
"
479,sci_tech,"india's top three technology firms are likely to post strong quarterly profit and indicate robust revenue growth for the year ending march 2012 as overseas clients boost technology spending in an improving global economy.
"
480,sci_tech,"the folks who make apps for apple devices talk about how they'll  use  icloud, the always on and updated service coming in the fall.
"
481,sci_tech,"the maker of the blackberry will no longer offer downloadable applications that allow users to identify the locations of dui checkpoints.
"
482,sci_tech,"which direction do storms usually travel? could global warming cause more thunderstorms? why does humidity decrease as temperature increases? what's the difference between a wind storm and a winter storm? what will the weather be like in pennsylvania on the 4th of july weekend? is it safe during a thunderstorm to sleep in your bed if there is a window in your room? these and other weather questions are answered in our online weather q and a column.
"
483,sci_tech,"a report from jpmorgan chase notes that companies hoping to compete with the apple ipad have gotten a lukewarm reception with consumers. as a result, production output has been reduced.
"
484,sci_tech,"qr codes spread everywhere from nightclubs to hotel rooms.
"
485,sci_tech,"chinese computer maker lenovo group ltd's has agreed to buy german electronics retailer medion ag for around $900 million, boosting its market share in europe.
"
486,sci_tech,"microsoft corp is looking to put its popular kinect motion-sensing device at the heart of its xbox game console, unveiling plans on monday to allow users to control live television feeds, search youtube and play action games with voice commands.
"
487,sci_tech,"two house leaders invoked the bp spill in calling for more oil exploration in the gulf of mexico, while the e.p.a. administrator, visiting the region, said the spill's effects wouldn't be clear for years.
"
488,sci_tech,"the crytek game will often leave players feeling nearly unstoppable, between a solid single-player campaign and impressive multiplayer compo ...
"
489,sci_tech,"for those well-versed in nintendo's portable device, here's a walkthrough of what's new and different.bv
"
490,sci_tech,"valero is raising its investment in the company enerkem, which is starting up plants to convert solid waste into motor fuel.
"
491,sci_tech,"whether an investigation will result in punishment for the killers -- or those who hired them -- is uncertain. more than 1,000 rural activists, small farmers, religious workers and others fighting deforestation have been slain in the past 20 years, but only a handful of killers have been successfully prosecuted.
"
492,sci_tech,"verizon communications  has agreed to pay $93.5 million to settle allegations that it overcharged the u.s. government on contracts for voice and data services, the u.s. justice department said on tuesday.
"
493,sci_tech,"south korea's lg electronics inc has diversified chip suppliers for home appliance products to hynix semiconductor and panasonic away from toshiba corp after japan's devastating earthquake in last month.
"
494,sci_tech,"viruses can cause havoc and misery, but they also cause other organisms to evolve.
"
495,sci_tech,"the shares of qihoo 360 technology co ltd, china's third most-popular internet company, soared in their debut on the new york stock exchange on wednesday in an echo of the chinese technology ipo euphoria of late 2010.
"
496,sci_tech,"the classic arcade game gets an update and a back story in 'infestation,' for wii and 3ds.
"
497,sci_tech,"nokia  said it will continue to sell smartphones using its legacy symbian software for a long time after its first phones using microsoft's  windows go on sale.
"
498,sci_tech,"samsung electronics co ltd, the world's no.2 handset manufacturer, plans to roll out a new version of its flagship smartphone galaxy s in south korea this month through kt corp, the telecommunications operator said on friday.
"
499,sci_tech,"rockstar games revealed plans for dlc, including a rockstar pass that allows players to download all pieces of content for one price.
"
500,sci_tech,"pressed cardboard, paper twist ties, shorter wine bottles: manufacturers find inventive ways to use less plastic and glass.
"
501,sci_tech,"singer is bringing specially designed boats to the gulf of mexico to rescue animals from the oil spill.
"
502,sci_tech,"fast-growing measurement technology group hexagon  set new financial targets on monday, setting its sights on stronger profitability and sales in the coming years while relying less on acquired growth.
"
503,sci_tech,"the merits of taking it slow when crafting a useful object, whether building it or growing it.
"
504,sci_tech,"parents whose hectic schedules mean they can't be at home when their children go to bed can now buy an app which enables them to read their youngsters a goodnight story or sing them a lullaby from afar.
"
505,sci_tech,"thq and studio volition have released a fresh trailer of the latest red faction title, showing what it does best: blowing stuff up.
"
506,sci_tech,"facebook has hired the founders and sole employees of daytum, a site that specializes in personal data collection and visualization.
"
507,sci_tech,"google is adding a new feature, google talk with video and voice chat, to android phones.
"
508,sci_tech,"google inc has yet to agree with authors and publishers on a legal plan to create the world's largest digital library, and a federal judge who struck down an earlier accord gave it another seven weeks to try.
"
509,sci_tech,"omg! lol! the venerable oxford english dictionary approves of the three-letter, internet-inspired expressions you use for ""oh, my god!"" and ""laughing ...
"
510,sci_tech,"welcome to launch pad, our weekly look at the video games, demos and other interactive goodies hitting stores or online outlets.
"
511,sci_tech,"an experiment is underway that could slow the progress of the emerald ash borer, an insect threatening the u.s. ash tree population.
"
512,sci_tech,"digital sky technologies, the russian firm that invested more than $200 million in facebook, is leading a group that is buying a $180 million stake in zygna, a creator of online games.
"
513,sci_tech,"new projections put the earth's population at 10 billion in 2100. the big question is how far aggressive policy changes could bend that curve.
"
514,sci_tech,"daily deals platform livingsocial, which landed a $175 million investment from amazon in december, has completed a $400 million round of fun ...
"
515,sci_tech,"a well-preserved specimen indicates that anomalocaridids, the largest animal species of the cambrian period, lived 30 million years longer and grew much bigger than previously thought.
"
516,sci_tech,"photographing events on stage pose difficult technical challenges. concert photographer glen dicrocco explains how to do it right.
"
517,sci_tech,"facebook groups is getting a major makeover today.
"
518,sci_tech,"users should change passwords on other accounts that might use same login information.
"
519,sci_tech,"the vehicular combat title twisted metal will make its long-awaited debut on playstation 3 october 4.
"
520,sci_tech,"the justice department filed a lawsuit on thursday to block credit card swipe machine maker verifone systems inc's proposed buy of smaller rival hypercom corp.
"
521,sci_tech,"hopstop, the web site that gives directions for transit riders and walkers, will provide directions for bicycling in the five boroughs of new york city.
"
522,sci_tech,"game hunters has landed inside the galen center on the usc campus awaiting microsoft's e3 2011 press conference.
"
523,sci_tech,"while there are fewer video games released these days, quality is making up for the lack of quantity.
"
524,sci_tech,"amazon.com inc is due to meet with music label executives on thursday to hash out deals over the online retailer's controversial cloud-based media locker service that has sparked a music business uproar.
"
525,sci_tech,"results could pose challenge for regulators pondering at&amp;t takeover
"
526,sci_tech,"had sony stuck with the airboard portable computer it launched in 2000, satoru maeda rather than apple's steve jobs might have been feted as the creator of tablet pcs.
"
527,sci_tech,"russia has done virtually nothing to design a replacement to the 43-year old soyuz spacecraft, cosmonaut says.
"
528,sci_tech,"lenovo, the world's no.4 pc brand, expects its pc market share in western europe to rise from the current level of about 7 percent, helped by its acquisition of a german electronics firm, ceo yang yuanqing said on wednesday.
"
529,sci_tech,"when it comes to getting older, humans aren't so special after all.
"
530,sci_tech,"sony says it will start a ""phased restoration"" of its playstation network and music service qriocity this week.
"
531,sci_tech,"facebook and google inc are separately considering a tie-up with skype after the web video conferencing service delayed its initial public offering, two sources with direct knowledge of the discussions told reuters .
"
532,sci_tech,"two granddaughters of jacques cousteau are in the inspiration business, invoking his name to prompt others to take interest in a variety of environmental issues.
"
